2023-05-31 09:33:40,836: 't'
2023-05-31 09:33:40,924: 'e'
2023-05-31 09:33:41,156: 's'
2023-05-31 09:33:41,356: 't'
2023-05-31 09:33:41,412: 'e'
2023-05-31 09:33:42,268: Key.backspace
2023-05-31 09:33:42,452: Key.backspace
2023-05-31 09:33:42,628: Key.backspace
2023-05-31 09:33:42,804: Key.backspace
2023-05-31 09:33:42,963: Key.backspace
2023-05-31 09:34:49,040: Key.ctrl_l
2023-05-31 09:34:49,360: '\n'
2023-05-31 09:35:21,390: 'r'
2023-05-31 09:35:21,462: 'e'
2023-05-31 09:35:21,670: 's'
2023-05-31 09:35:21,862: 't'
2023-05-31 09:35:21,902: 'e'
2023-05-31 09:35:22,598: Key.backspace
2023-05-31 09:35:22,782: Key.backspace
2023-05-31 09:35:22,950: Key.backspace
2023-05-31 09:35:23,118: Key.backspace
2023-05-31 09:35:23,262: Key.backspace
2023-05-31 09:37:11,743: Key.ctrl_l
2023-05-31 09:37:12,251: Key.ctrl_l
2023-05-31 09:37:12,281: Key.ctrl_l
2023-05-31 09:37:12,312: Key.ctrl_l
2023-05-31 09:37:12,343: Key.ctrl_l
2023-05-31 09:37:12,388: Key.ctrl_l
2023-05-31 09:37:12,419: Key.ctrl_l
2023-05-31 09:37:12,451: Key.ctrl_l
2023-05-31 09:37:12,481: Key.ctrl_l
2023-05-31 09:37:12,512: Key.ctrl_l
2023-05-31 09:37:12,543: Key.ctrl_l
2023-05-31 09:37:12,575: Key.ctrl_l
2023-05-31 09:37:12,607: Key.ctrl_l
2023-05-31 09:37:12,653: Key.ctrl_l
2023-05-31 09:37:12,685: Key.ctrl_l
2023-05-31 09:37:12,716: Key.ctrl_l
2023-05-31 09:37:12,747: Key.ctrl_l
2023-05-31 09:37:12,778: Key.ctrl_l
2023-05-31 09:37:12,810: Key.ctrl_l
2023-05-31 09:37:12,842: Key.ctrl_l
2023-05-31 09:37:12,873: Key.ctrl_l
2023-05-31 09:37:12,904: Key.ctrl_l
2023-05-31 09:37:12,951: Key.ctrl_l
2023-05-31 09:37:12,983: Key.ctrl_l
2023-05-31 09:37:13,013: Key.ctrl_l
2023-05-31 09:37:13,045: Key.ctrl_l
2023-05-31 09:37:13,075: Key.ctrl_l
2023-05-31 09:37:13,106: Key.ctrl_l
2023-05-31 09:37:13,136: Key.ctrl_l
2023-05-31 09:37:13,168: Key.ctrl_l
2023-05-31 09:37:13,215: Key.ctrl_l
2023-05-31 09:37:13,246: Key.ctrl_l
2023-05-31 09:37:13,276: Key.ctrl_l
2023-05-31 09:37:13,308: Key.ctrl_l
2023-05-31 09:37:13,339: Key.ctrl_l
2023-05-31 09:37:13,370: Key.ctrl_l
2023-05-31 09:37:13,402: Key.ctrl_l
2023-05-31 09:37:13,433: Key.ctrl_l
2023-05-31 09:37:13,479: Key.ctrl_l
2023-05-31 09:37:13,511: Key.ctrl_l
2023-05-31 09:37:13,542: Key.ctrl_l
2023-05-31 09:37:13,572: Key.ctrl_l
2023-05-31 09:37:13,603: Key.ctrl_l
2023-05-31 09:37:13,634: Key.ctrl_l
2023-05-31 09:37:13,665: Key.ctrl_l
2023-05-31 09:37:13,696: Key.ctrl_l
2023-05-31 09:37:13,743: Key.ctrl_l
2023-05-31 09:37:13,775: Key.ctrl_l
2023-05-31 09:37:13,807: Key.ctrl_l
2023-05-31 09:37:13,838: Key.ctrl_l
2023-05-31 09:37:13,870: Key.ctrl_l
2023-05-31 09:37:13,899: Key.ctrl_l
2023-05-31 09:37:13,929: Key.ctrl_l
2023-05-31 09:37:13,961: Key.ctrl_l
2023-05-31 09:37:14,007: Key.ctrl_l
2023-05-31 09:37:14,039: Key.ctrl_l
2023-05-31 09:37:14,069: Key.ctrl_l
2023-05-31 09:37:14,101: Key.ctrl_l
2023-05-31 09:37:14,132: Key.ctrl_l
2023-05-31 09:37:14,163: Key.ctrl_l
2023-05-31 09:37:14,194: Key.ctrl_l
2023-05-31 09:37:14,225: Key.ctrl_l
2023-05-31 09:37:14,257: Key.ctrl_l
2023-05-31 09:37:14,303: Key.ctrl_l
2023-05-31 09:37:14,335: Key.ctrl_l
2023-05-31 09:37:14,366: Key.ctrl_l
2023-05-31 09:37:14,397: Key.ctrl_l
2023-05-31 09:37:14,428: Key.ctrl_l
2023-05-31 09:37:14,458: Key.ctrl_l
2023-05-31 09:37:14,491: Key.ctrl_l
2023-05-31 09:37:14,523: Key.ctrl_l
2023-05-31 09:37:14,554: Key.ctrl_l
2023-05-31 09:37:14,599: Key.ctrl_l
2023-05-31 09:37:14,630: Key.ctrl_l
2023-05-31 09:37:14,660: Key.ctrl_l
2023-05-31 09:37:14,692: Key.ctrl_l
2023-05-31 09:37:14,724: Key.ctrl_l
2023-05-31 09:37:14,756: Key.ctrl_l
2023-05-31 09:37:14,787: Key.ctrl_l
2023-05-31 09:37:14,819: Key.ctrl_l
2023-05-31 09:37:14,865: Key.ctrl_l
2023-05-31 09:37:14,896: Key.ctrl_l
2023-05-31 09:37:14,927: Key.ctrl_l
2023-05-31 09:37:14,959: Key.ctrl_l
2023-05-31 09:37:14,991: Key.ctrl_l
2023-05-31 09:37:15,022: Key.ctrl_l
2023-05-31 09:37:15,053: Key.ctrl_l
2023-05-31 09:37:15,084: Key.ctrl_l
2023-05-31 09:37:15,115: Key.ctrl_l
2023-05-31 09:37:15,162: Key.ctrl_l
2023-05-31 09:37:15,193: Key.ctrl_l
2023-05-31 09:37:15,224: Key.ctrl_l
2023-05-31 09:37:15,256: Key.ctrl_l
2023-05-31 09:37:15,287: Key.ctrl_l
2023-05-31 09:37:15,318: Key.ctrl_l
2023-05-31 09:37:15,350: Key.ctrl_l
2023-05-31 09:37:15,380: Key.ctrl_l
2023-05-31 09:37:15,411: Key.ctrl_l
2023-05-31 09:37:15,458: Key.ctrl_l
2023-05-31 09:37:15,490: Key.ctrl_l
2023-05-31 09:37:15,521: Key.ctrl_l
2023-05-31 09:37:15,552: Key.ctrl_l
2023-05-31 09:37:15,582: Key.ctrl_l
2023-05-31 09:37:15,613: Key.ctrl_l
2023-05-31 09:37:15,643: Key.ctrl_l
2023-05-31 09:37:15,675: Key.ctrl_l
2023-05-31 09:37:15,723: Key.ctrl_l
2023-05-31 09:37:15,753: Key.ctrl_l
2023-05-31 09:37:15,784: Key.ctrl_l
2023-05-31 09:37:15,816: Key.ctrl_l
2023-05-31 09:37:15,847: Key.ctrl_l
2023-05-31 09:37:15,877: Key.ctrl_l
2023-05-31 09:37:15,909: Key.ctrl_l
2023-05-31 09:37:15,941: Key.ctrl_l
2023-05-31 09:37:15,973: Key.ctrl_l
2023-05-31 09:37:16,019: Key.ctrl_l
2023-05-31 09:37:16,050: Key.ctrl_l
2023-05-31 09:37:16,081: Key.ctrl_l
2023-05-31 09:37:16,111: Key.ctrl_l
2023-05-31 09:37:16,143: Key.ctrl_l
2023-05-31 09:37:16,175: Key.ctrl_l
